idx,lake,date,T1,T2,T3,T4,T5,T6,cluster,season
2351,Taihu,44269,2.64,2.54,2.21,2.01,2.46,2.51,2,1
2352,Taihu,44270,3.22,2.93,2.61,2.09,2.66,2.45,2,1
2353,Taihu,44271,2.26,2.38,2.29,4.58,5.41,5.57,1,1
2354,Taihu,44272,5.32,4.51,4.73,4,5.69,6.37,4,1
2355,Taihu,44273,4.84,5.05,4.18,3.53,4.99,4.9,2,1
2356,Taihu,44274,4.2,4.77,4.18,4.16,4.33,4.98,4,1
2357,Taihu,44275,3.03,4.06,3.77,3.85,4.07,5.14,4,1
2358,Taihu,44276,3.97,4.79,4.17,3.89,3.68,4.46,2,1
2359,Taihu,44277,3.54,4.14,3.6,3.51,3.72,3.86,2,1
2360,Taihu,44278,2.55,1.25,2.11,3.03,3.16,3.49,1,1
2361,Taihu,44279,2.61,1.6,2.37,2.9,2.74,3.2,1,1
2362,Taihu,44280,1.78,2.22,2.92,1.97,3.75,5.99,4,1
2363,Taihu,44281,5.13,3.9,3.87,2.86,3.49,3.99,2,1
2364,Taihu,44282,4.26,3.6,0.05,4.28,4.35,4.71,4,1
2365,Taihu,44283,4.25,3.44,3.46,2.12,2.85,2.08,2,1
2366,Taihu,44284,1.28,1.95,3.14,2.73,3.4,4.24,4,1
2367,Taihu,44285,4.4,4.25,3.78,3.79,4.07,4.49,2,1
2368,Taihu,44286,4.28,4.06,4.22,3.82,4.37,4.4,4,1
2369,Taihu,44287,4.26,4.19,3.61,3.91,4.28,3.7,2,1
2370,Taihu,44288,1.56,2.77,3.1,2.89,3.59,1.6,1,1
2371,Taihu,44289,3.51,3.3,4.2,4.54,7.5,9.87,4,1
2372,Taihu,44290,8.87,9.28,8.47,7.27,7.58,8.31,2,1
2373,Taihu,44291,13.9,13.44,8.45,11.74,12.67,15.65,4,1
2374,Taihu,44292,13.68,14.77,14.78,12.24,15.85,16.45,4,1
2375,Taihu,44293,14.52,13.08,13.08,3.6,4.15,4.16,3,1
2376,Taihu,44294,3.93,3.79,2.83,2.41,3.23,3.43,2,1
2377,Taihu,44295,3.44,3.26,2.56,2.56,2.53,3.24,2,1
2378,Taihu,44296,2.96,3.34,3.01,2.86,3.6,3.44,4,1
2379,Taihu,44298,1.29,0.7,2.01,2.61,2.85,3.06,1,1
2380,Taihu,44299,1.85,1.79,2.19,1.7,2.14,2.34,4,1
2381,Taihu,44300,2.58,2.33,2.13,1.89,2.12,2.33,2,1
2382,Taihu,44301,2.71,2.38,1.92,1.89,2.09,2.49,2,1
2383,Taihu,44304,2.15,1.43,1.84,1.28,1.83,1.41,2,1
2384,Taihu,44310,4.59,3.57,5.04,4.37,0.05,0.05,3,1
2385,Taihu,44311,0.05,6.61,5.9,4.09,7.85,10.91,4,1
2386,Taihu,44313,8.72,4.8,4.28,6.61,6.71,4.35,2,1
2387,Taihu,44316,5.61,5.03,3.13,2.78,4.41,4.8,2,1
2388,Taihu,44317,3.34,3.89,2.71,2.4,2.9,2.95,2,1
2389,Taihu,44318,2.95,3.33,2.87,2.59,2.71,4.05,4,1
2390,Taihu,44320,5.61,4.72,4.99,4.92,5.72,5.99,4,1
2391,Taihu,44321,4.44,5.67,5.25,5.68,6.84,6.13,1,1
2392,Taihu,44322,6.51,3.52,3.35,4,4.57,3.37,2,1
2393,Taihu,44323,3.6,3.73,3.76,3.48,3.74,3.54,3,1
2394,Taihu,44324,3.22,3.64,3.81,4.55,4.79,4.39,1,1
2395,Taihu,44326,4.66,4.55,5.33,6.04,10.26,7.8,1,1
2396,Taihu,44327,8.28,8.49,9.49,10.56,11.13,11.15,1,1
2397,Taihu,44330,8.56,8.24,8.05,8.44,9.2,9.75,4,1
2398,Taihu,44340,12.09,17.36,12.53,11.38,11.11,11.82,3,1
2399,Taihu,44366,10.36,8.07,9.8,11.63,14.39,12.14,1,2
2400,Taihu,44367,12.47,13.35,18.95,9.72,26.62,19.3,4,2
2401,Taihu,44370,19.12,33.25,31.89,31.48,26.01,30.13,3,2
2402,Taihu,44371,29,28.14,29.76,17.87,22.12,26.82,2,2
2403,Taihu,44372,22.53,20.76,19.99,17.28,18,19,2,2
2404,Taihu,44373,21.62,21.17,19.68,18.86,20.22,17.1,3,2
2405,Taihu,44374,22.16,20.76,20.17,21.49,23.66,23.66,4,2
2406,Taihu,44375,22.53,18.41,19.09,20.17,20.94,26.1,4,2
2407,Taihu,44376,21.49,19.59,19.36,19.27,21.21,21.26,4,2
2408,Taihu,44377,24.16,22.35,19.9,19.18,18.73,20.27,2,2
2409,Taihu,44378,20.45,19.54,18.5,16.87,18.68,22.35,4,2
2410,Taihu,44379,21.26,18.77,18.14,18.91,20.58,22.89,4,2
2411,Taihu,44380,22.8,21.03,18.09,18.91,20.22,23.88,4,2
2412,Taihu,44382,24.52,23.21,20.08,19.77,27.14,24.97,4,2
2413,Taihu,44383,23.16,20.76,20.22,19.45,25.06,29.54,4,2
2414,Taihu,44384,24.56,23.02,21.62,17.82,21.53,25.51,2,2
2415,Taihu,44385,22.21,20.17,17.91,21.62,22.07,22.8,4,2
2416,Taihu,44386,19.9,20.27,17.91,16.74,20.13,19.45,2,2
2417,Taihu,44387,18.82,19.18,16.56,16.42,24.2,25.11,4,2
2418,Taihu,44389,28.36,25.29,23.25,22.66,26.1,29.67,4,2
2419,Taihu,44390,27.1,25.74,21.49,21.98,20.67,25.11,2,2
2420,Taihu,44391,25.11,22.89,20.54,20.67,24.74,25.42,4,2
2421,Taihu,44392,23.48,23.52,20.45,19,18,17.55,2,2
2422,Taihu,44393,17.37,18.55,16.28,16.47,17.6,22.35,4,2
2423,Taihu,44394,21.85,21.62,17.96,19.32,20.04,20.67,2,2
2424,Taihu,44395,22.12,22.71,19.41,19.32,19.41,19.22,2,2
2425,Taihu,44396,22.39,24.02,21.71,19.45,19.32,17.28,3,2
2426,Taihu,44397,21.67,22.71,20.27,19.5,20.94,18.55,2,2
2427,Taihu,44398,20.63,20.31,17.78,18.64,19.18,19.99,2,2
2428,Taihu,44399,22.44,20.58,18.32,9.36,23.61,24.43,4,2
2429,Taihu,44400,25.01,24.52,21.62,21.89,22.16,25.78,2,2
2430,Taihu,44401,24.56,24.47,20.76,21.26,21.94,22.93,2,2
2431,Taihu,44402,21.4,21.44,20.58,20.45,19.04,20.13,3,2
2432,Taihu,44403,19.99,17.96,16.6,16.65,17.14,16.6,2,2
2433,Taihu,44404,16.96,15.88,14.43,12.94,14.52,14.29,2,2
2434,Taihu,44405,14.29,13.39,13.07,12.17,12.58,13.03,2,2
2435,Taihu,44406,12.85,11.9,11.26,12.03,13.3,12.44,1,2
2436,Taihu,44407,11.49,13.93,13.93,17.14,18.23,16.56,1,2
2437,Taihu,44408,19.5,16.96,16.87,19.5,29.58,21.44,1,2
2438,Taihu,44409,20.63,17.05,20.08,21.8,22.98,21.58,1,2
2439,Taihu,44410,21.53,20.31,23.16,23.97,25.33,26.55,1,2
2440,Taihu,44411,24.74,26.1,25.01,17.1,16.19,15.92,3,2
2441,Taihu,44412,15.38,15.15,14.79,14.7,16.06,16.01,4,2
2442,Taihu,44413,16.1,15.52,14.2,14.7,15.52,15.61,2,2
2443,Taihu,44414,16.01,15.11,13.12,13.66,15.06,14.38,2,2
2444,Taihu,44415,12.53,12.21,10.9,10.95,11.22,12.08,2,2
2445,Taihu,44416,12.8,12.71,12.26,12.58,13.21,13.57,4,2
2446,Taihu,44417,14.29,13.34,15.83,17.55,23.84,21.4,1,2
2447,Taihu,44418,21.08,17.14,16.15,16.15,14.75,15.11,2,2
2448,Taihu,44419,14.61,13.43,14.61,15.47,15.33,15.97,1,2
2449,Taihu,44420,15.79,15.88,16.56,16.6,16.24,15.88,1,2
2450,Taihu,44421,16.28,16.37,15.79,15.24,14.93,14.93,3,2
2451,Taihu,44422,15.92,15.47,15.38,16.06,16.01,16.19,1,2
2452,Taihu,44423,15.88,16.33,16.1,14.88,14.47,14.43,3,2
2453,Taihu,44424,14.52,14.34,14.61,14.75,14.38,12.53,3,2
2454,Taihu,44425,12.53,12.62,12.44,15.79,15.7,15.11,1,2
2455,Taihu,44426,15.06,15.7,18.09,18.09,24.83,22.89,1,2
2456,Taihu,44429,18.09,19.32,16.96,18.27,16.69,15.52,3,2
2457,Taihu,44430,14.34,14.29,16.87,20.31,24.11,16.47,1,2
2458,Taihu,44431,18.23,18.05,16.24,16.42,14.93,14.93,3,2
2459,Taihu,44432,14.47,13.93,12.58,13.12,14.2,12.3,2,2
2460,Taihu,44433,11.72,11.76,11.26,12.39,12.71,12.21,1,2
2461,Taihu,44434,11.9,13.34,11.76,16.74,19.27,16.47,1,2
2462,Taihu,44435,15.2,14.7,13.48,14.38,13.39,13.07,2,2
2463,Taihu,44436,13.25,13.39,14.57,18.32,16.15,17.51,1,2
2464,Taihu,44437,14.47,14.57,15.33,20.67,29.54,18.77,1,2
2465,Taihu,44438,15.97,15.11,15.56,16.1,16.51,15.65,1,2
2466,Taihu,44439,15.42,16.1,15.42,16.51,17.37,16.47,1,2
2467,Taihu,44440,16.42,15.42,17.19,15.24,12.85,12.8,3,2
2468,Taihu,44441,12.53,11.85,11.22,12.62,14.84,10.54,1,2
2469,Taihu,44442,11.13,9.95,11.53,12.44,15.7,13.3,1,2
2470,Taihu,44443,13.03,13.62,12.94,12.76,13.89,13.93,4,2
2471,Taihu,44444,14.47,12.03,11.67,16.19,21.31,14.93,1,2
2472,Taihu,44445,14.97,13.12,12.58,15.2,13.66,14.11,1,2
2473,Taihu,44446,14.57,15.24,16.28,16.42,16.15,15.06,1,2
2474,Taihu,44447,17.1,15.56,15.47,15.56,15.29,15.33,2,2
2475,Taihu,44448,13.98,14.29,13.71,13.57,13.52,12.17,3,3
2476,Taihu,44449,12.03,12.3,13.25,14.25,14.29,13.93,1,3
2477,Taihu,44450,13.93,14.61,13.39,14.02,13.84,14.29,2,3
2478,Taihu,44451,13.98,14.34,13.98,16.06,16.33,16.92,1,3
2479,Taihu,44452,15.88,15.92,14.02,14.07,14.97,14.97,2,3
2480,Taihu,44453,15.38,14.84,14.29,13.75,14.11,14.11,2,3
2481,Taihu,44454,14.25,13.93,12.76,13.25,13.62,13.89,2,3
2482,Taihu,44455,13.71,12.3,13.12,13.71,14.07,14.88,4,3
2483,Taihu,44456,14.16,12.89,12.76,16.74,16.15,15.79,1,3
2484,Taihu,44457,17.01,15.88,13.34,18.95,26.46,21.17,1,3
2485,Taihu,44458,19.68,20.99,20.4,23.02,25.01,22.84,1,3
2486,Taihu,44459,21.12,21.89,21.67,19.41,19.41,20.17,3,3
2487,Taihu,44460,19.5,18.55,18,15.83,18.41,18.18,2,3
2488,Taihu,44461,14.43,14.57,14.38,14.84,16.24,16.24,4,3
2489,Taihu,44462,14.02,14.02,12.71,17.46,19.95,20.67,1,3
2490,Taihu,44463,20.67,19.5,16.74,15.88,17.96,19.5,2,3
2491,Taihu,44464,17.91,17.64,16.65,16.69,17.6,17.51,2,3
2492,Taihu,44465,19.27,19.45,17.91,17.78,19.27,18.95,2,3
2493,Taihu,44466,18.23,16.24,17.69,10.36,19.54,17.01,2,3
2494,Taihu,44467,18.46,17.46,20.67,24.88,20.9,18.73,1,3
2495,Taihu,44468,18.23,16.69,17.69,16.15,16.96,15.88,3,3
2496,Taihu,44469,14.34,12.76,14.57,18.23,14.97,13.71,1,3
2497,Taihu,44470,13.43,13.43,12.48,9.59,18.95,14.61,4,3
2498,Taihu,44471,15.38,16.56,14.07,14.25,16.15,17.19,4,3
2499,Taihu,44472,17.19,14.57,13.93,13.62,14.88,15.02,2,3
2500,Taihu,44473,14.75,15.24,14.11,14.2,14.93,15.47,4,3
2501,Taihu,44474,14.88,14.75,13.66,14.43,14.43,15.11,4,3
2502,Taihu,44475,13.98,12.89,11.53,11.04,12.03,11.94,2,3
2503,Taihu,44476,11.04,11.44,10.68,11.4,11.53,11.58,1,3
2504,Taihu,44477,10.58,10.36,10.31,15.65,15.42,13.93,1,3
2505,Taihu,44478,14.47,14.82,14.88,13.89,16.24,15.92,4,3
2506,Taihu,44479,15.65,14.84,13.03,17.73,15.7,15.61,1,3
2507,Taihu,44480,15.42,15.65,15.61,14.75,16.15,16.51,4,3
2508,Taihu,44481,16.33,15.74,15.74,14.75,15.52,15.61,2,3
2509,Taihu,44482,15.42,15.02,13.84,14.25,14.7,15.15,2,3
2510,Taihu,44483,15.15,13.3,15.11,14.52,16.92,17.28,4,3
2511,Taihu,44484,16.96,14.93,15.88,16.65,15.52,15.56,3,3
2512,Taihu,44485,15.88,15.06,14.52,14.34,16.33,17.32,4,3
2513,Taihu,44486,16.65,16.19,15.42,15.02,11.53,12.14,3,3
2514,Taihu,44487,11.68,10.35,9.98,11.09,11.37,12.39,4,3
2515,Taihu,44488,11.06,11.68,11.59,10.14,11.53,11.22,2,3
2516,Taihu,44497,13.9,13.41,11.09,12.23,27.67,20.8,1,3
2517,Taihu,44498,16.86,16.76,14.98,34.24,24.93,13.96,1,3
2518,Taihu,44499,12.73,13.31,13.84,16.49,12.36,13.28,3,3
2519,Taihu,44500,13.16,12.23,11.74,16.46,14.92,14.7,1,3
2520,Taihu,44501,12.91,14.64,11.16,16.12,12.51,12.23,3,3
2521,Taihu,44502,11.83,11.16,9.77,11.96,12.17,11.49,1,3
2522,Taihu,44505,10.42,10.17,9.37,9.03,10.54,9.98,2,3
2523,Taihu,44506,9.06,9.25,9.12,8.88,9.31,10.17,4,3
2524,Taihu,44508,10.51,10.63,10.08,9.74,10.08,10.69,2,3
2525,Taihu,44511,11,11.93,11.28,10.57,10.72,12.42,4,3
2526,Taihu,44512,12.14,10.69,11.31,9.55,11.86,12.79,4,3
2527,Taihu,44513,12.67,12.27,10.97,10.29,12.76,13.96,4,3
2528,Taihu,44514,11.93,11.53,12.02,11.31,15.49,15.87,4,3
2529,Taihu,44515,13.72,12.77,12.14,11.76,17.01,15.78,4,3
2530,Taihu,44516,13.75,13.94,15.71,13.63,15.27,12.62,3,3
2531,Taihu,44517,13.66,11.7,13.31,12.62,18.62,12.9,1,3
2532,Taihu,44518,11.45,10.88,11,15.05,15.21,14.1,1,3
2533,Taihu,44519,11.54,12.36,11.35,13,13.75,11.83,1,3
2534,Taihu,44520,10.97,11.22,10.85,10.18,13.56,15.05,4,3
2535,Taihu,44521,14.8,14.2,13.82,18.28,13.98,13.12,1,3
2536,Taihu,44522,12.05,12.36,12.39,10.4,11.22,13.03,2,3
2537,Taihu,44523,13.31,13.47,12.55,10.31,12.05,12.49,2,3
2538,Taihu,44524,12.65,15.97,13.15,11.22,12.33,12.52,2,3
2539,Taihu,44525,12.39,13.6,24.69,59.95,59.13,80.22,1,3
2540,Taihu,44526,79.08,98.27,177.63,92.55,67.38,82.97,3,3
2541,Taihu,44527,62.13,79.68,158.22,79.68,83.41,76.61,3,3
2542,Taihu,44528,75.22,64.91,66.15,71.14,77.4,76.55,4,3
2543,Taihu,44529,121.07,173.37,303.41,186.61,159.17,311.16,4,3
2544,Taihu,44530,210.52,193.16,162.27,145.86,138.55,107.41,3,3
2545,Taihu,44532,214.82,272.21,440.61,196.07,160.62,286.09,3,3
2546,Taihu,44533,239.67,231.1,192.91,208.02,204.79,279.79,4,3
2547,Taihu,44539,30.19,24.77,21.26,18.02,27.42,18.86,2,4
2548,Taihu,44540,14,23.99,26.98,18.64,24.9,23.71,1,4
2549,Taihu,44541,22.5,25.12,21.63,19.64,148.61,122.34,4,4
2550,Taihu,44542,122.46,122.65,129.22,152.06,167.06,155.27,1,4
2551,Taihu,44543,151.9,152.43,266.81,22.66,25.8,21.94,3,4
2552,Taihu,44544,14.1,8.43,14.81,21.04,23.19,19.08,1,4
2553,Taihu,44545,11.52,12.88,20.14,14,25.68,27.76,4,4
2554,Taihu,44546,11.7,22.28,21.26,16.74,20.73,15.87,3,4
2555,Taihu,44547,18.02,19.17,17.68,14.78,15.31,18.7,2,4
2556,Taihu,44548,19.14,17.37,15.25,15.06,15.28,19.79,2,4
2557,Taihu,44549,16.25,16.34,17.18,14.69,17.09,16.03,2,4
2558,Taihu,44550,11.95,12.42,15.78,17.12,20.51,18.05,1,4
2559,Taihu,44553,24.12,18.77,29.29,19.05,20.79,22.63,3,4
2560,Taihu,44554,18.98,18.24,18.7,21.63,23.53,23.47,1,4
2561,Taihu,44557,23.87,25.86,24.65,19.05,21.01,22.78,2,4
2562,Taihu,44558,20.73,19.82,21.29,18.67,32.27,41.24,4,4
2563,Taihu,44559,38.31,30.75,29.69,21.75,20.79,35.17,2,4
2564,Taihu,44560,18.3,33.55,20.23,23.12,28.66,37.44,4,4
2565,Taihu,44561,19.95,19.02,19.48,18.7,23.03,27.82,4,4
2566,Taihu,44562,25.33,21.38,19.64,22.16,23.15,22.28,2,4
2567,Taihu,44563,29.25,25.55,22.19,16.87,23.93,24.55,2,4
2568,Taihu,44564,27.95,26.17,19.51,15.56,24.52,24.87,2,4
2569,Taihu,44565,30.53,27.45,26.86,20.01,25.02,26.45,2,4
2570,Taihu,44566,27.2,27.26,27.11,24.24,30.06,27.82,4,4
2571,Taihu,44567,30.41,32.49,26.36,21.94,24.71,28.97,2,4
2572,Taihu,44568,26.02,23.68,25.89,18.21,27.57,28.73,4,4
2573,Taihu,44569,29.88,28.85,26.89,17.96,28.23,27.88,2,4
2574,Taihu,44570,25.55,27.64,28.32,13.38,28.66,31.31,4,4
2575,Taihu,44571,56.3,46.5,37.69,22.13,25.71,22.25,2,4
2576,Taihu,44572,22,22.07,19.89,15.69,16.81,17.55,2,4
2577,Taihu,44573,0.05,0.05,0.05,0.05,0.05,0.05,,4
2578,Taihu,44574,0.05,0.05,0.05,0.05,15.25,19.82,4,4
2579,Taihu,44575,14.15,23.71,19.47,15.78,24.12,22.92,4,4
2580,Taihu,44576,29.64,32.11,20.96,21.59,20.54,23.71,2,4
2581,Taihu,44577,19.56,23.65,27.19,21.46,23.31,27.99,4,4
2582,Taihu,44578,25.71,33.77,27.84,22.17,26.71,43.06,4,4
2583,Taihu,44579,29.19,29.71,28.2,13.11,29.03,33.63,2,4
2584,Taihu,44580,31.35,25.17,25.38,10.3,33.09,42.22,4,4
2585,Taihu,44581,32.59,31.85,29.64,23.15,26.19,29.64,2,4
2586,Taihu,44582,28.29,31.02,26.15,19.64,27.75,31.68,2,4
2587,Taihu,44583,30.18,30.93,28.88,29.15,34.16,34.98,4,4
2588,Taihu,44584,27.17,23.7,28.75,28.31,27.58,29.49,1,4
2589,Taihu,44585,34.09,28.7,25.66,25.82,32.62,34.57,4,4
2590,Taihu,44586,32.42,32.31,22.94,19.8,34.49,33.63,2,4
2591,Taihu,44587,56.05,30.02,29.36,22.25,23.64,24.36,2,4
2592,Taihu,44588,16.55,22.39,24.34,24.58,23.76,25.64,1,4
2593,Taihu,44589,27.6,24.77,21.65,16.95,18.59,21.56,2,4
2594,Taihu,44590,48.73,19.88,19.86,16.49,20.29,20.85,2,4
2595,Taihu,44591,19.17,19.97,17.6,11.49,15.13,14.15,2,4
2596,Taihu,44592,12.74,14.05,9.91,9.97,12.94,15.99,4,4
2597,Taihu,44593,7.45,11.1,15.68,13.18,15.55,18.21,4,4
2598,Taihu,44594,13.84,11.21,13.69,14.87,18.52,17.42,1,4
2599,Taihu,44596,13.03,19.17,11.17,10.64,15.42,24.97,4,4
2600,Taihu,44597,18.51,21.71,17.15,10.11,15.1,15.02,2,4
2601,Taihu,44598,18.01,18.83,13.76,11.49,14.7,18.56,2,4
2602,Taihu,44599,15.6,13.21,14.58,12.8,14.64,16.81,4,4
2603,Taihu,44600,18.92,19.06,18.47,10.38,13.72,18.35,2,4
2604,Taihu,44601,18.07,16.93,15.57,12.51,17.13,13.98,2,4
2605,Taihu,44602,21.97,15.41,16.01,10.7,13.84,48.77,4,4
2606,Taihu,44603,15.23,16.35,12.34,10.46,12.14,14.8,2,4
2607,Taihu,44604,17.89,18.8,15.18,13.44,19.56,35.7,4,4
2608,Taihu,44605,19.73,37.77,18.59,13.99,21.17,23.29,2,4
2609,Taihu,44606,9.79,27.78,15.5,10.78,17.94,22.43,4,4
2610,Taihu,44607,20.84,18.14,18.62,18.84,21.23,20.71,4,4
2611,Taihu,44608,19.77,28.31,21.38,14.38,14.22,19.8,2,4
2612,Taihu,44609,21.24,20.64,20.34,16.57,18.46,26.47,4,4
2613,Taihu,44610,24.02,25.13,24,14.96,21.81,28.9,2,4
2614,Taihu,44611,30.47,21.76,20.89,18.99,24.14,31.32,4,4
2615,Taihu,44612,27.21,22.45,21.8,12.07,21.06,33.22,4,4
2616,Taihu,44613,17.91,17.27,17.51,6.39,19.14,21.23,4,4
2617,Taihu,44614,26.72,29.1,16.03,18.3,20.98,25.42,2,4
2618,Taihu,44615,28.64,26.67,16.61,9.2,18.95,23.13,2,4
2619,Taihu,44616,23.71,22.25,13.77,6.72,14.22,18.88,2,4
2620,Taihu,44617,26.06,21.26,18.12,8.69,11.49,21.55,2,4
2621,Taihu,44618,19.72,18.14,13.16,7.98,13.38,19.68,2,4
2622,Taihu,44619,17.8,20.61,13.83,8.3,12.75,20.12,2,4
2623,Taihu,44620,19.62,18.14,16.95,9.97,11.18,17.86,2,4
2624,Taihu,44621,21.88,18.02,18.36,12.11,18.43,19.94,2,4
2625,Taihu,44622,20.27,22.19,20.19,14.54,16.14,22.33,2,4
2626,Taihu,44623,17.36,23.32,16.34,6.78,13.67,19.56,2,4
2627,Taihu,44624,19.91,18.77,16.61,6.22,15.12,15.04,2,4
2628,Taihu,44625,18.25,19.03,13.3,12.72,14.91,18.57,2,4
2629,Taihu,44626,18.6,17.32,15.12,13.53,18.77,19.24,4,4
2630,Taihu,44627,18.75,19.59,16.45,11.3,16.89,18.95,2,4
2631,Taihu,44628,18.59,18.05,18.76,8.72,18.32,27.62,4,4
2632,Taihu,44629,25.59,25.76,22.77,14.06,19.27,23.61,2,1
2633,Taihu,44630,27.06,29.3,25.07,22.96,23.41,42.51,4,1
2634,Taihu,44631,60.32,49.14,26.8,15.33,15.75,23.72,2,1
2635,Taihu,44632,24.35,21.5,19.68,19.09,25.44,26.65,4,1
2636,Taihu,44633,24.07,29.42,30.07,10.68,19.08,25.88,2,1
2637,Taihu,44634,26.13,35.08,29.96,29.36,26.13,21.75,3,1
2638,Taihu,44635,29.34,24.79,25.33,19.37,30.22,38.45,4,1
2639,Taihu,44636,30.15,27.42,32.48,18.32,46.12,50.97,4,1
2640,Taihu,44637,42.19,39.88,34.24,37.46,45.52,41.51,4,1
2641,Taihu,44638,35.58,37.6,34.46,29.95,38.68,39.04,4,1
2642,Taihu,44639,38.39,37.88,33.77,37.23,32.92,35.79,2,1
2643,Taihu,44640,31.81,30.56,28.81,30.1,36.53,38.85,4,1
2644,Taihu,44641,33.41,34.04,28.16,29.2,27.7,31.93,2,1
2645,Taihu,44642,29.61,28.72,20.68,23.23,23.39,30.4,2,1
2646,Taihu,44643,31.21,25.61,20.31,14.66,30.24,47.4,4,1
2647,Taihu,44644,43.58,39.65,37.17,29.92,35.98,46.23,2,1
2648,Taihu,44645,50.53,47.08,44.75,49.32,58.6,59.15,4,1
2649,Taihu,44646,51.63,60.22,44.93,51.17,67.18,49.52,1,1
2650,Taihu,44647,38.75,33.28,52.51,38.91,48.62,50.7,4,1
2651,Taihu,44648,51.64,55.21,54.92,68.73,68.64,81.15,4,1
2652,Taihu,44649,89.47,90.28,84.62,67.14,73.67,120.61,4,1
2653,Taihu,44650,122.28,98.07,92.82,59.46,99.45,71.27,2,1
2654,Taihu,44651,78.82,90.34,73.86,85.33,92.94,98.97,4,1
2655,Taihu,44652,86.92,83.05,79.21,71.93,77.18,91.33,2,1
2656,Taihu,44653,89.78,76.14,64.16,70.76,57.49,78.55,2,1
2657,Taihu,44654,64.6,68.74,58.46,27.15,42.43,52.52,2,1
2658,Taihu,44656,51.75,52.97,57.83,40.63,47.96,66.17,4,1
2659,Taihu,44657,60.39,56.38,36.83,40.05,33.5,47.09,2,1
2660,Taihu,44658,46.03,45.9,28.68,16.17,23.44,39.69,2,1
2661,Taihu,44659,40.47,37.33,22.32,17.71,27.96,36.61,2,1
2662,Taihu,44660,38.16,37.78,25.62,18.61,30.03,35.64,2,1
2663,Taihu,44661,37.56,34.92,30.99,25.1,26.47,40.3,2,1
2664,Taihu,44662,45.58,40.99,34.54,22.93,32.69,29.63,2,1
2665,Taihu,44663,31.19,35.3,25.4,28.82,26.72,39.33,4,1
2666,Taihu,44664,41.91,40.66,38.1,50.34,47.52,57.9,4,1
2667,Taihu,44665,50.81,50.08,38.52,43.7,53.9,48.69,2,1
2668,Taihu,44666,47.6,55.15,36.82,42.14,43.66,56.11,2,1
2669,Taihu,44667,61.97,55.62,52.45,48.35,62.4,56.43,2,1
2670,Taihu,44669,74.54,78.39,80.26,47.11,51.4,69.03,2,1
2671,Taihu,44670,58.92,54.74,47.49,40.41,44.39,48.58,2,1
2672,Taihu,44671,56.02,56.61,52.81,38,53.92,54.67,2,1
2673,Taihu,44672,51.54,47.55,40.29,26.19,43.54,54.26,2,1
2674,Taihu,44673,54.26,51.73,51.54,35.84,75.1,54.35,4,1
2675,Taihu,44674,44.85,52.16,56.95,45.61,38.23,55.02,3,1
2676,Taihu,44675,52.7,54.32,44.21,36.46,38.5,40.23,2,1
2677,Taihu,44676,41.49,38.98,49.38,42.59,59.46,50.3,1,1
2678,Taihu,44677,40.52,40.43,41.6,46.28,49.37,54.69,4,1
2679,Taihu,44678,54.57,40.83,41.88,37.95,39.25,38.61,2,1
2680,Taihu,44679,42.6,43.92,36.21,38.39,39.2,48.48,4,1
2681,Taihu,44680,40.99,37.51,37.77,36.71,40.96,53.15,4,1
2682,Taihu,44681,39.15,38.65,34.45,39.47,40.89,40.21,1,1
2683,Taihu,44682,45.81,42.76,39.23,24.16,30.87,36.73,2,1
2684,Taihu,44683,29.66,27,22.39,20.45,22.96,31.83,2,1
2685,Taihu,44684,32.6,31.73,22.07,16.23,21.05,29.46,2,1
2686,Taihu,44685,24.6,26.4,19.67,15.92,26.7,27.91,4,1
2687,Taihu,44686,29.22,25.41,21.27,16.81,23.61,26.79,2,1
2688,Taihu,44687,29.28,30.47,22.48,17.96,23.16,26.22,2,1
2689,Taihu,44688,25.93,27.27,20.03,17.95,23.4,26.98,2,1
2690,Taihu,44689,27.79,30.53,20.67,15.24,21.89,29.14,2,1
2691,Taihu,44690,27.3,25.59,26.93,21.97,31.89,32.11,4,1
2692,Taihu,44691,29.98,29.42,25.27,26.87,33.48,40.88,4,1
2693,Taihu,44692,36.5,37.77,26.58,29.93,35.81,34.95,2,1
2694,Taihu,44693,35.87,36.08,31.68,30.94,32.97,36.07,2,1
2695,Taihu,44694,42.69,34.63,29.88,34.82,39.54,42.4,4,1
2696,Taihu,44695,49.93,49.53,32.56,26.98,36.74,41.5,2,1
2697,Taihu,44696,51.25,53.33,40.61,25.94,39.6,56.59,2,1
2698,Taihu,44697,55.67,46.98,35.16,21.39,35.4,50.7,2,1
2699,Taihu,44698,48.26,45.89,32.27,37.69,25.91,49.71,2,1
2700,Taihu,44699,47.83,45.99,35.64,23.93,29.37,45.01,2,1
2701,Taihu,44700,41.27,38.73,31.64,35.03,42.13,45.78,4,1
2702,Taihu,44702,44.9,43.95,30.45,19.05,26.54,49.63,2,1
2703,Taihu,44703,37.99,38.97,26.76,14.24,17.06,20.02,2,1
2704,Taihu,44704,45.49,37.54,32.65,28.62,26.23,35.02,2,1
2705,Taihu,44705,37.2,36,33.49,36.3,34.94,37.14,2,1
2706,Taihu,44706,47.9,42.32,31.84,34.1,25.46,52.74,2,1
2707,Taihu,44707,45.69,39.39,42.26,52.42,59.83,71.27,4,1
2708,Taihu,44708,70.68,58.82,58.05,52.68,63.42,64.15,2,1
2709,Taihu,44713,76.84,100.65,68.23,95.98,90.63,102.39,4,1
